title,release,gf_score,metascore,genre,description,cover_art_url
Arc the Lad II,2010-11-23,4.07,,Strategy » Turn-Based » Tactics,"The second game in the Arc series introduces Elc, a bounty hunter with a tragic past. He must join forces with Arc to stop the minions of the Dark One, whose presence was only hinted at in the first game. A vast array of impressive Strategy/RPG innovations are introduced in this chapter, like the job system, weapon melding, and multiple-viewpoint storylines.",https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Arc_the_Lad_2_cover.jpg/220px-Arc_the_Lad_2_cover.jpg
TearRing Saga: Yutona Eiyuu Senki,2001-05-24,4.07,,Strategy » Turn-Based » Tactics,"TearRing Saga: Yutona Eiyuu Senki is a Strategy game, developed by ASCII Entertainment and published by Enterbrain, which was released in Japan in 2001.",https://gamefaqs.akamaized.net/box/5/6/0/13560_back.jpg
Legend of Mana,2000-06- 7,4.07,,Role-Playing » Action RPG,"In ancient times, the world was saved from destruction by sealing locations and events within magical artifacts.Now, you have the chance to recreate this world as you desire by discovering artifacts, placing them, and exploring the mysteries inside.",https://www.legendra.com/media/covers/play/legend_of_mana_amerique.jpg
Brigandine,1998-10-31,4.07,,Strategy » Turn-Based » Tactics,"Forsena is a magical continent where a mysterious power called Mana emanates from the ground. Since ancient times, people have used this power to summon monsters from another world and use them in battle. However, not everyone is able to use this ability. Only a privileged few are born with this talent; they are called Rune Knights. You are to become the lord of one country, accompanied by some of the Rune Knights. It is up to you to save the continent of Forsena and return peace to the land.",https://i.ytimg.com/vi/tFXYSb5lq54/maxresdefault.jpg
Breath of Fire IV,2000-11-28,4.06,83,Role-Playing » Japanese-Style,"After centuries of war, the two lands bordering an impenetrable swampland have finally reached an armistice. Mysteriously, the noble Princess Elena disappears somewhere near the war-ravaged front lines. Distraught, her sister Nina goes in search of the Princess alone and on her journey, meets a mysterious young warrior named Ryu. Their destinies soon entwine. The next chapter in the epic tale of magic and mystery now unfolds. The fate of what lies ahead rests in your control.",https://upload.wikimedia.org/wikipedia/en/thumb/1/17/BoFIVBox.png/220px-BoFIVBox.png
Street Fighter Collection,1997-11-30,4.05,,Miscellaneous » Compilation,"We've hit you with a Super Combo! 3 Monumental releases featuring 27 fighters from the series that defined fighting games. Battle your way through your all time favorites: Super Street Fighter II, Super Street Fighter II Turbo, and the U.S. debut of of Street Fighter Alpha 2 Gold, brought home in their true arcade form for the first time.",https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Street_Fighter_Collection.jpeg/220px-Street_Fighter_Collection.jpeg
Colony Wars: Vengeance,1998-10-31,4.05,,Simulation » Space » Combat,"The time for suffering is over. The time for vengeance is now. Crushed by the League of Free Worlds a century ago, your defeated people cry out for retribution. As a local Navy pilot, engage in dizzying space battles and brutal dogfights, facing mission after punishing mission in an all-out campaign for vengeance at any cost.",https://images.lukiegames.com/t_300e2/assets/images/PS1/ps1_colony_wars_vengeance-120314.jpg
Dragon Warrior VII,2001-10-31,4.05,78,Role-Playing » Japanese-Style,"Travel to the past to save the present!Travel to the past to save the present as you restore forgotten lands and battle an unknown evil in this classic DRAGON QUEST adventure completely rebuilt from the ground up for the Nintendo 3DS system. Customize your party with over 30 vocations and level up in turn-based battles to learn new spells and abilities in this timeless quest!Featuring character and monster designs from acclaimed artist Akira Toriyama, in the Dragon Quest VII game, you'll explore an ever-changing world filled with mystery, intrigue, and danger. On your quest you'll meet a captivating cast of characters that will help you change time as you solve their problems and save their lives. Expand and share your adventure even more with the StreetPass featuresend and receive traveller's tablets to explore new dungeons that contain rare monsters and unique equipment.",https://images-na.ssl-images-amazon.com/images/I/41CE0D68BWL.jpg
Soul Blade,1997-01,4.05,89,Action » Fighting » 3D,"What's next in fighting? How about a game that melds 3D movement, polygon characters, razor sharp graphics, awe-inspiring moves and a one-of-a-kind combat system? Or, in short, Soul Blade - arguably the most innovative fighting game on the planet. It's the 15th century and ten warriors from around the world, each wielding their weapon of choice, are in bloody pursuit of Soul Edge - the ultimate weapon. Sure, only one will find it. But it looks like the critics already have found it. Game Players magazine voted Soul Blade ""Best Game of Show"" at AMMO, and NEXT Generation calls Soul Blade ""the most complete fighting game to date."" Obviously, a cut above.",https://images-na.ssl-images-amazon.com/images/I/51189QF3CZL._SX342_.jpg
Ape Escape,1999-05-31,4.05,90,Action » Platformer » 3D,"A boisterous band of baboons carry out a daring zoo escape. It's ape anarchy and it's up to you to stop the chimps before they make chumps out of the human race! Use both analog sticks to operate great gadgets including a Tank, a Remote Control Car, a Stun Club, and a Time Net in your quest to hunt down over 200 apes!",https://store.playstation.com/store/api/chihiro/00_09_000/container/US/en/999/UP9000-CUSA02194_00-SCES508850000001/1559780247000/image?w=240&h=240&bg_color=000000&opacity=100&_version=00_09_000
Brave Fencer Musashi,1998-10-31,4.04,81,Role-Playing » Action RPG,"Brave Fencer Musashi has been summoned to stop an ancient evil force, to save the kingdom and rescue the princess.Embark on a wild, comical, Action/RPG adventure in a massive 3-D world filled with platform-style action, two-fisted sword fighting, challenging puzzles, and scores of enemies whose skills Musashi can learn and use to his advantage. Locate five powerful magical scrolls to conquer the twisted Thirstquencher Empire.",https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Brave_Fencer_Musashi.jpg/220px-Brave_Fencer_Musashi.jpg
Super Robot Taisen Alpha,2000-05-25,4.04,,Strategy » Turn-Based » Tactics,"Super Robot Taisen Alpha is a Strategy game, developed and published by Banpresto, which was released in Japan in 2000.",https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/Super_Robot_Wars_Alpha_%28Cover%29.jpg/220px-Super_Robot_Wars_Alpha_%28Cover%29.jpg
Oddworld: Abe's Exoddus,1998-10-31,4.04,88,Action » Platformer » 2D,"Abe's peaceful retirement was shattered when visited by a vision from the Mudokon Spirit Guides. Abe™ learned the Magog Cartel was mining Necrum, the sacred Mudokon city of the dead, to collect bones to make super-addictive SoulStorm Brew.After freeing the Mudokon spirits imprisoned in the Mudanchee and Mudomo Vaults, Abe gained scary powers from the Spirit Guides, including the ability to heal his Mudokon friends of Soul-Storm addiction, and the power to turn invisible. Infiltrating the transportation hub of FeeCo Depot, and using explosive farts to survive adventures at the Slig Barracks and Bonewerks, Abe broke into SoulStorm Brewery.There Abe learned the truth behind the secret ingredient of SoulStorm Brew . . . just before blasting the place to atoms with the combined power of the sobered-up Mudokon he'd rescued. Then Abe joined his brew-addled pals at Alf's Rehab & Tea to take the cure - the journey of a lifetime starts with one step. Or is it twelve?","https://hb.imgix.net/e5d4c2f9215757d94815e9ef75a792c2dc32d464.jpg?auto=compress,format&fit=crop&h=353&w=616&s=65d36368c90d662318e91371c7d45ae4"
Syphon Filter 2,2000-03-14,4.04,,Action » Shooter » Third-Person » Arcade,"Deadly Espionage In A World Held Hostage""Intelligence reports have confirmed that the Syphon Filter virus is being sold to a terrorist nation. Gabe and Lian Xing, use lethal force to stop the save and prevent imminent acts of bio-warfare."" - Special Agent LipanOperation: ""The Enemy Within""* Active Agents: Gabe Logan and Lian Xing, exited Agency operatives.* Current Arsenal: Nightvision Rifle, M-16 Assault Rifle, Flame Thrower, Silenced 9mm Handgun, Sniper Rifle, M-79 Grenade Launcher, Tear Gas, Crossbow, Combat Knife and more.* Global Intelligence Experts: Explore more than 20 huge, international environments.* Combat Force Operatives: Battle deadly terrorists as either Gabe Logan or Lian Xing.* Special Operation Note: Utilize all-new 2-player mode for more intense, action-packed challenges.",https://images-na.ssl-images-amazon.com/images/I/81S%2BMVUa5WL._SX385_.jpg
Need for Speed: High Stakes,1999-03-01,4.04,86,Racing » Arcade » Automobile,"RISK IT ALL TO WIN- 19 Hot Cars to collect & customize.- Lay down your earnings on faster cars.- High Stakes mode: lose the race, lose your car.- Tru-Hazard real-life incidents & real car damage.- Hotter Hot Pursuit: choose your side of the law.- Raise the stages: add traffic, weather, & night driving.",https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/NFS_High_Stakes_box.jpg/220px-NFS_High_Stakes_box.jpg
DOOM,1995-11-16,4.04,,Action » Shooter » First-Person » Arcade,"All Hell's Breaking Loose! This is it! The gaming addiction that's been played by an estimated 10 million fanatics on the PC. And now it's out in a sweat-soaked, pulse-pounding, adrenaline-wrenching version for the PlayStation game console. It's DOOM. The Custom PlayStation Edition. Enhanced to take full advantage of the PlayStation's cutting-edge technology. With over 50 levels of madness and mayhem from ULTIMATE DOOM and DOOM II. Plus unique, new levels of destruction that make all hell break loose on your screen!",https://cdn.cdkeys.com/500x706/media/catalog/product/d/o/doom-eternal-cover.jpg
Final Fantasy Anthology: European Edition,2002-02-27,4.04,,Miscellaneous » Compilation,"Learn from history. Discover two epic tales of treachery, love and redemption in FINAL FANTASY IV and FINAL FANTASY V exclusively available together for the first time.Featuring all-new CG cinematic sequences exclusive to this anthology editionDiscover the origins of FINAL FANTASY features, including the Active Time Battle system, mini quests, magic summoning and much moreNumerous weapons, magic spells and special skills to master",https://static.gamespot.com/uploads/scale_medium/box/7/7/7/6/20032-57776.jpg
