title,release,gf_score,metascore,genre,description,cover_art_url
New Ghostbusters II,,3.82,,Action,"New Ghostbusters II is an action video game for the Nintendo Entertainment System and Game Boy, both developed and published by HAL Laboratory in 1990 in the PAL region and Japan. The NES version was never released in North America due to licensing issues with Activision. As a result, NES players in North America only received Activision's Ghostbusters II game. A Game Boy version of New Ghostbusters II was released, titled Ghostbusters II.",https://i.postimg.cc/3N3zvcgr/720c1fc1-e50d-484b-aec6-c55b0045fe43.jpg
Battle Kid: Fortress of Peril,,3.82,,Action,"Battle Kid: Fortress Of Peril is a homebrew 2D platform video game, released in February 2010 for the Nintendo Entertainment System, created by American developer Sivak Games,and published through Retrozone with the cover art designed by Larry Bundy Jr. Unlike most games in the modern era, Battle Kid is available for purchase only on a physical NES cartridge. While there has been a demand for a downloadable version, the developer has stated that the game is currently not planned to be released on any other formats due to a contract with Retrozone.",https://i.postimg.cc/j2qk5JbL/2970dcb5-a262-4289-b0a1-de7833cc7ef6.jpg
Sweet Home,,3.82,,Role-Playing,"Sweet Home is a survival horror role-playing video game developed and published by Capcom for the Family Computer in 1989. It is based on the Japanese horror film of the same name and tells the story of a team of five filmmakers exploring an old mansion in search of precious frescos hidden there. As they explore the mysterious mansion, they encounter hostile ghosts and other supernatural enemies. The player must navigate the intricately laid out mansion, battling with the enemies and keeping the player characters alive with the limited weapons and health restorative items available.",https://i.postimg.cc/ZnqVZt8N/46e0bc36-ff46-4c0d-887a-f5b7d4ce5b09.png
Ultima: Quest of the Avatar,,3.81,,Role-Playing,"Ultima IV: Quest of the Avatar, first released in 1985 for the Apple II, is the fourth in the series of Ultima role-playing video games. It is the first in the ""Age of Enlightenment"" trilogy, shifting the series from the hack and slash, dungeon crawl gameplay of its ""Age of Darkness"" predecessors towards an ethically-nuanced, story-driven approach. Ultima IV has a much larger game world than its predecessors, with an overworld map sixteen times the size of Ultima III and puzzle-filled dungeon rooms to explore. Ultima IV further advances the franchise with dialog improvements, new means of travel and exploration, and world interactivity.",https://i.postimg.cc/QMkbTxS5/06f139c8-9920-4699-885e-1ca6c937814a.jpg
Super Mario Bros. 2,,3.81,,Action,"Super Mario Bros. 2 is a platform game developed and published by Nintendo for the Nintendo Entertainment System. The game was first released in North America in October 1988, and in the PAL region the following year. It has been remade or re-released for several video game consoles.",https://i.postimg.cc/SKr6K1Nf/df436972-2e5c-4525-8c0c-82c4b77be5b3.jpg
Final Fantasy III,,3.81,,Role-Playing,"Final Fantasy III is a role-playing video game developed and published by Square for the Family Computer. The third installment in the Final Fantasy series, it was released in 1990. It is the first numbered Final Fantasygame to feature the job-change system. The story revolves around four orphaned youths drawn to a crystal of light. The crystal grants them some of its power, and instructs them to go forth and restore balance to the world. Not knowing what to make of the crystal's pronouncements, but nonetheless recognizing the importance of its words, the four inform their adoptive families of their mission and set out to explore and bring back balance to the world.",https://i.postimg.cc/c45Zpfq9/e3d551f5-9274-4121-a634-2a13e76e6ff4.jpg
Zoda's Revenge: Star Tropics II,1994-03,3.81,,Action Adventure,"Zoda's Revenge: StarTropics II is a video game released only in North America in 1994. It was developed and published by Nintendo for the Nintendo Entertainment System as the sequel to the 1990 game, StarTropics. It is the second-to-last first-party game released on the NES(Wario's Woods being the last), and the final game developed by Nintendo exclusively for the NES (Wario's Woods having also been released for the Super NES), excluding re-releases and international distributions of others also by Nintendo.",https://gamefaqs.akamaized.net/box/7/3/2/49732_front.jpg
Ninja Gaiden III: The Ancient Ship of Doom,1991-08,3.81,,Action,"Ninja Gaiden III: The Ancient Ship of Doom is a side-scrolling platformingvideo game developed and published by Tecmo. It was released in Japan on June 26, 1991 for the Famicom and in North America in August 1991 for the Nintendo Entertainment System (NES). The NES version was not released in Europe. It was later ported to the Atari Lynx by Atari and released in 1993 in North America and Europe, the European version retaining the North American Ninja Gaiden III title. It was also re-released as part of its Ninja Gaiden Trilogy Super NES compilation in 1995 in Japan and North America. Long after, it was released for the Virtual Consoleservice in North America on February 18, 2008 for the Wii and in North America and Europe on November 28, 2013 and January 23, 2014respectively for the Nintendo 3DS. It was designed by Masato Kato, who took over for Hideo Yoshizawa—designer of the first two games in the NES series.",https://gamefaqs.akamaized.net/box/7/4/5/48745_front.jpg
R.C. Pro-Am II,1992-12,3.81,,Racing,"R.C. Pro-Am II is a racingvideo game developed by Rare and released by Tradewest for the Nintendo Entertainment System on December 11, 1992. The game is the sequel to the 1988 R.C. Pro-Am and features similar gameplay with a wider variety of tracks, currency-based vehicle and weapon upgrades, and bonus stages. In R.C. Pro-Am II, four players, either human or artificial intelligence, race on a series of tracks to finish first while avoiding obstacles and hazards. The winner receives race points and money. The game features a multiplayer mode in which up to four human players can compete against each other simultaneously.",https://gamefaqs.akamaized.net/box/5/7/3/49573_front.jpg
Nintendo World Cup,1990-12,3.81,,Sports,"Nintendo World Cup is a soccer video game for the Family Computer/NES and Game Boy, developed by Technōs Japan and released in 1990. It is a localization of Nekketsu High School Dodgeball Club: Soccer, the fourth Kunio-kun game released for the Family Computer. Ports for the PC Engine and Mega Drivewere also released in Japan. A Game Boy version was released in Japan, North America, and Europe.",https://gamefaqs.akamaized.net/box/5/3/7/46537_front.jpg
Disney's Chip 'n Dale: Rescue Rangers,1990-06,3.8,,Action,"Chip 'n Dale: Rescue Rangers is an American animated adventure comedy television series produced by Walt Disney Television Animation. Created by Tad Stones and Alan Zaslove, it featured the established Disney characters Chip 'n' Dale in a new setting. The series premiered on the Disney Channel on March 4, 1989, after a preview episode (""Catteries Not Included"") was aired on August 27, 1988. The series continued in September with a two-hour movie special, Rescue Rangers: To the Rescue, which was later broken up into five parts to air as part of the weekday run. The final episode aired on November 19, 1990.",https://gamefaqs.akamaized.net/box/6/1/2/49612_front.jpg
KickMaster,1992-01,3.8,,Action,"Kick Master (also known as KickMaster) is an action game developed by KID and published by Taito Corporation for the Nintendo Entertainment System in 1992. The game has some role-playing game elements, such as leveling up, and is also one of the first NES games to feature parallax scrolling.",https://gamefaqs.akamaized.net/box/0/0/3/22003_front.jpg
Disney's Chip 'n Dale: Rescue Rangers 2,1994-01,3.8,,Action,"Chip 'n Dale Rescue Rangers 2 is a platformervideo game released in December 1993 in Japan, and the following month in the United States. It is based on the Disney cartoon Chip 'n Dale Rescue Rangers, about Chip and Dale, two crime-fighting chipmunks. It is a sequel to the 1990 video game.",https://gamefaqs.akamaized.net/box/6/1/8/49618_front.jpg
Bucky O'Hare,1992-01,3.8,,Action,Bucky O'Hare is a fictional character and the hero of an eponymous comic book series as well as spin-off media including an animated TV series and various toys and video games. He was created by comic bookwriter Larry Hama and Michael Golden between 1977 and 1978 and debuted to the public in Echo of Futurepast #1 in May 1984.,https://gamefaqs.akamaized.net/box/1/8/6/41186_front.jpg
Little Nemo: The Dream Master,1990-09,3.79,,Action,"Little Nemo: The Dream Master (known as Pajama Hero Nemo (パジャマヒーロー NEMO Pajama Hīrō Nīmō) in Japan) is a platform game released on the NESin 1990 by Capcom. It is based on the Japanese animated film, Little Nemo: Adventures in Slumberlandfrom Tokyo Movie Shinsha, which itself is based on the comic strip Little Nemo in Slumberland by Winsor McCay. The game's music was composed by Junko Tamiya, credited in the game as ""Gonzou"".",https://gamefaqs.akamaized.net/box/3/7/0/49370_front.jpg
Mighty Final Fight,1993-07,3.79,,Action,"Mighty Final Fight (マイティ ファイナルファイト) is a side-scrolling beat-'em-upreleased by Capcom for the Nintendo Entertainment System in 1993. It is a spinoff of Capcom's 1989arcade game Final Fight, which was previously ported to the Super NES. Unlike the original game and its SNES ports, the characters in this edition are depicted in a comical childlike ""super deformed"" or ""chibi"" art style.",https://gamefaqs.akamaized.net/box/4/5/3/49453_front.jpg
Journey to Silius,1990-09,3.79,,Action,"Journey to Silius, known in Japan as Rough World (ラフワールド Rafu Wārudo, stylized as  WORLD), is a side-scrolling run and gun video game developed and published by Sunsoft for the Nintendo Entertainment System in 1990.",https://gamefaqs.akamaized.net/box/2/9/2/49292_front.jpg
Cyber Stadium Series: Base Wars,1991-06,3.79,,Sports,"Cyber Stadium Series: Base Wars (commonly shortened to Base Wars or BaseWars) is a futuristically-themed sports game, released for the Nintendo Entertainment System on June 1, 1991. Set in the 24th centurywherein baseball team owners have grown tired of paying outrageous player salaries, they decide to replace their rosters with cyborg robots. This was the last NES game released by Ultra Games independently (although it did release several other games developed by other companies for another year afterward for both the NES and Game Boy).",https://gamefaqs.akamaized.net/box/9/1/3/48913_front.jpg
