title,released,gf_score,metascore,genre,description,cover_art_url
Lady Sia,2001-10-15,3.22,73,Action,"Lady Sia is a platform game with action-adventure elements made by RFX Interactive for the Game Boy Advance. It was published by TDK Mediactive, released in the USA on October 15, 2001, and released in Europe on October 19, 2001. Lady Siais one of the few original games produced by RFX Interactive. The game takes place in a fantasy world where the player assumes the role of the She-Ra/Xena-esque warrior princess, Lady Sia. It is her task to defeat the T'soas, a race of creatures created by the evil warlock Onimen who has declared war on the other realms. Her quest leads her through four different realms, the last one being the home continent of the T'soas themselves. A sequel was planned for the GBA in 2003 but was cancelled due to lack of interest and funding.",https://gamefaqs.akamaized.net/box/3/8/2/13382_front.jpg
The Incredibles,2004-10-31,3.22,55,Action Adventure,"The Incredibles is an action-adventure video game based on the 2004 film of the same name by Disney and Pixar. The game's music was composed by Michael Giacchino, who also scored the film. Samuel L. Jackson(Frozone/Lucius Best), Spencer Fox (Dash), Sarah Vowell (Violet), and Jason Lee (young Buddy Pine; Syndrome is absent from the game on the console and PC versions aside from scenes directly taken from the film) are the only actors to reprise their roles from the film, with the rest of the cast, including Craig T. Nelson and Holly Hunter, being replaced with other voice actors - the original movie dialogue and can be heard in cutscenes taken directly from the film.",https://gamefaqs.akamaized.net/box/5/0/3/58503_front.jpg
Pirates of the Caribbean: The Curse of the Black Pearl,2003-05-19,3.21,49,Action Adventure,"Pirates of the Caribbean: The Curse of the Black Pearl is a 2003 video game prequel to the film of the same name, developed by British company Pocket Studios.",https://gamefaqs.akamaized.net/box/7/3/4/52734_front.jpg
Love Hina Advance: Shukufuku no Kane wa Harukana,2001-09-07,3.19,,Adventure,"The series has seen several video games released across several platforms. The Game Boy Color received Love Hina Pocket on August 4, 2000, and Love Hina Party on January 26, 2001. The Game Boy Advance received Love Hina Advance on September 7, 2001. The Sega Dreamcast received Love Hina: Totsuzen no Engeji Happening on September 28, 2000 and Love Hina: Smile Again on March 29, 2001. The Sony PlayStation received Love Hina 1: Ai wa Kotoba no Naka ni on September 28, 2000 and Love Hina 2: Kotoba wa Konayuki no Yō ni on November 30, 2000. The Sony PlayStation 2 received Love Hina: Gojasu Chiratto Happening on May 22, 2003.",https://gamefaqs.akamaized.net/box/2/1/9/44219_front.jpg
Spider-Man 2,2004-06-24,3.19,65,Action,"Spider-Man 2 is a 2004 open world action-adventure video game in various iterations based on the film of the same name, also incorporating additional material from the comic books. They are follow-ups to the game Spider-Man: The Movie, itself based on the 2002 film. Published by Activision, the console versions were developed by Treyarch, but the other versions had different developers.",https://gamefaqs.akamaized.net/box/6/6/4/53664_front.jpg
The King of Fighters EX: Neo Blood,2002-,3.19,80,Action,"The King of Fighters(KOF) is a series of fighting games by SNK that began with the release of The King of Fighters '94 in 1994. The series was developed originally for SNK's Neo Geo MVSarcade hardware. This served as the main platform for the series until 2004 when SNK retired it in favor of the Atomiswavearcade board. Two King of Fighters games were produced for the Atomiswave platform (The King of Fighters Neowaveand The King of Fighters XI) before SNK decided to discontinue using it for the series. The series' most recent arcade hardware is the Taito Type X2, first used with the release of The King of Fighters XII. Ports of the arcade games and the original The King of Fighters games have been released for several video game consoles. The latest entry in the series, The King of Fighters XIV, was released for PlayStation 4 and Microsoft Windows in 2016. The next game, The King of Fighters XV, is set to be released sometime in 2020.",https://gamefaqs.akamaized.net/box/8/8/6/14886_front.jpg
Digimon Racing,2004-09-13,3.18,62,Racing,"Digimon Racing is a racing video gamedeveloped by Griptonite Games and published by Bandai (now Namco Bandai Games) for the Game Boy Advance. Part of the Digimon media franchise and video game series, it utilizes Digimon's characters and elements. Its gameplay largely resembles that of traditional racing games, but also utilizes elements of kart racing and action games. Its eleven playable characters can be increased to over 40 via Digivolution.",https://gamefaqs.akamaized.net/box/0/2/4/57024_front.jpg
Tekken Advance,2002-01-28,3.18,82,Action,"Tekken Advance is a fighting game released for the Game Boy Advance. It is non-canonical to the Tekken storyline, but follows the events of Tekken 3. It uses sprites based on Tekken 3's 3D models for its characters. It was the first Tekken game to be released on a Nintendo platform.",https://gamefaqs.akamaized.net/box/1/1/5/15115_front.jpg
Mario Party Advance,2005-03-28,3.17,54,Miscellaneous,"Mario Party Advance is a party video gamedeveloped by Hudson Softand published by Nintendofor the Game Boy Advance. Released in 2005, it is the first handheld game in the Mario Partyseries, and differs from other titles in that the game is mostly single-player. Mario Party Advance was followed by Mario Party DSfor the Nintendo DS in 2007, and was re-released on the Wii U Virtual Console in 2014.",https://gamefaqs.akamaized.net/box/0/9/0/61090_front.jpg
Yu-Gi-Oh! Reshef of Destruction,2004-06-24,3.17,61,Strategy,"Yu-Gi-Oh! Reshef of Destruction, known in Japan as Yu-Gi-Oh! Duel Monsters 8: Great Evil God of Destruction (遊戯王デュエルモンスターズ８ 破滅の大邪神), is a Game Boy Advance game by Konami based on the Yu-Gi-Oh! franchise. Reshef of Destruction is loosely based on the anime and is the sequel to The Sacred Cards, picking up sometime after the events of Battle City.",https://gamefaqs.akamaized.net/box/3/6/8/59368_front.jpg
Harry Potter and the Chamber of Secrets,2002-11-05,3.16,76,Action Adventure,Harry Potter and the Chamber of Secrets is an action-adventure video game published by Electronic Arts based on J.K. Rowling's novel Harry Potter and the Chamber of Secrets and the film of the same name. It was the second to last game released for the Game Boy Color in North America. and also the last Harry Potter game to be released on the PlayStation.,https://gamefaqs.akamaized.net/box/8/2/8/17828_front.jpg
Spyro: Season of Ice,2001-10-29,3.15,74,Action,Spyro: Season of Ice is a platform game developed by Digital Eclipse and published by Universal Interactive Studios for the Game Boy Advance. It acts as an alternate sequel to the first three games along with Spyro 2: Season of Flame and Spyro: Attack of the Rhynocs.,https://gamefaqs.akamaized.net/box/3/4/1/14341_front.jpg
Iridion 3D,2001-05-29,3.15,53,Action,"Iridion 3D is a quasi-3Drail shooter video gamedeveloped by Shin'en. A launch title for the Game Boy Advance portable game console, it was released in North America on June 11, 2001 and in Europe on September 21 the same year. Influenced by the Commodore 64game Uridium, the game features a single starshipfighting the alien Iridion, who have attacked Earth. Iridion spans seven levels from Earth to the aliens' home planet, each with a fixed linear path that ends with a boss.",https://gamefaqs.akamaized.net/box/4/8/7/12487_front.jpg
Naruto: Ninja Council 2,2006-10-04,3.15,55,Action,"Naruto: Ninja Council 2(known as Naruto: Saikyō Ninja Daikesshu 2 (ＮＡＲＵＴＯ－ナルト- 最強忍者大結集2 lit. ""Naruto: Great Council of the Strongest Ninja 2"") in Japan) is an action video game, released for Game Boy Advance and is the second installment in the Ninja Council series. It is based on the popular manga and anime series Naruto by Masashi Kishimoto and is developed by Aspect and Tomy and published by D3 Publisher and Tomy.",https://gamefaqs.akamaized.net/box/9/1/8/60918_front.jpg
The Hobbit: The Prelude to the Lord of the Rings,2003-11-11,3.15,67,Action Adventure,"The Hobbit is a 2003 platform/action-adventurevideo game developed by Inevitable Entertainment for the GameCube, PlayStation 2 and Xbox, by The Fizz Factor for Microsoft Windows and by Saffire Corporation for the Game Boy Advance. It was published on all platforms by Sierra Entertainment. In North America, the game was released on all platforms in November 2003. In Europe, it was released for the Game Boy Advance in October and for all other systems in November.",https://gamefaqs.akamaized.net/box/4/6/2/18462_front.jpg
Duel Masters: Sempai Legends,2004-06-01,3.13,69,Strategy,"The Duel Masters Trading Card Game is a two-player or two vs. two team collectible card game (CCG) jointly developed by Wizards of the Coast, Shogakukan, and Mitsui & Co. The card game is part of the Duel Masters franchise.",https://gamefaqs.akamaized.net/box/3/7/2/55372_front.jpg
DemiKids: Light Version,2003-10-06,3.13,62,Role-Playing,"DemiKids Light Version is part of a duology with DemiKids Dark Version, developed by Multimedia Intelligence Transfer. The two games together make up a second generation of Devil Childrengames. Unlike many other multi-version games, there are a large number of changes between Dark Version and Light Version. The DemiKids games were also the first to receive a Shin Megami Tenseibanner in North America.",https://gamefaqs.akamaized.net/box/7/6/4/52764_front.jpg
007: NightFire,2003-03-18,3.12,66,Action,"James Bond 007: Nightfire is a first-person shooter video gamefeaturing the character of the British secret agent James Bond and a sequel to Agent Under Fire, published by Electronic Arts in 2002. Nightfire was developed by Eurocom for the GameCube, PlayStation 2, and Xboxvideo game consoles, while Gearbox Softwaredeveloped the game for Microsoft Windows using the GoldSrc engine. Aspyrlater re-released the game for the macOS. The computer versions are substantially different from the console versions, featuring different missions and a modified story line. In 2003, Electronic Arts released Nightfire for the Game Boy Advance (GBA), developed by JV Gamesand also featuring different missions and a modified story line from the console and computer versions.",https://gamefaqs.akamaized.net/box/7/1/5/17715_front.jpg
SpongeBob SquarePants: Revenge of the Flying Dutchman,2002-09-10,3.12,71,Action,"SpongeBob SquarePants: Revenge of the Flying Dutchman is a video game based on the animated series SpongeBob SquarePants, developed by Vicarious Visions and BigSky Interactive, Inc. and published by THQ for the GameCube and PlayStation 2 home video game consoles, and the portable Game Boy Advance video game console. It was the last game to be developed by BigSky Interactive, Inc. The game was released in North America in late 2002, while in Europe it was released in 2003. The Game Boy Advance version was also released on a Twin Pack cartridge bundled with SpongeBob SquarePants: SuperSponge in 2005.",https://gamefaqs.akamaized.net/box/5/7/9/20579_front.jpg
The Simpsons: Road Rage,2003-06-30,3.11,55,Racing,"The Simpsons: Road Rage is a 2001 video game based on the animated television series The Simpsons, and is part of a series of games based on the show. It was released for PlayStation 2, Xbox and GameCube. A Game Boy Advance version was released in 2003. The Simpsons: Road Rage was later added to the Backwards Compatibility program of the Xbox 360 for original Xbox games.",https://gamefaqs.akamaized.net/box/3/6/6/14366_front.jpg
Dragon Ball GT: Transformation,2005-08-09,3.1,69,Action,"Dragon Ball GT: Transformation is a side-scroller beat 'em up video game developed by Webfoot Technologies and published by Atari for the Game Boy Advance in North America. The story takes place during the ""Black Star Dragon Balls"" and ""Baby"" story arcs of the anime series Dragon Ball GT. Transformation was re-released in 2006 as part of a Game Boy Advance two-pack, which includes Dragon Ball Z: Buu's Furyon the same cartridge.",https://gamefaqs.akamaized.net/box/5/9/1/61591_front.jpg
Frogger's Adventures: Temple of the Frog,2001-11-24,3.1,73,Action,Frogger's Adventures: Temple of the Frog is a video game released in North America in 2001 for the Game Boy Advance.,https://gamefaqs.akamaized.net/box/0/7/1/15071_front.jpg
LEGO Bionicle,2001-10-03,3.1,,Action Adventure,"Bionicle (also known as Bionicle: The Game) is an action-adventure video game released in 2003. The game is based on parts of the movie Bionicle: Mask of Light and other parts of the Bionicle storyline. Initially, the game was supposed to make each Toa, Toa Nuva, and the Toa of Light playable, but due to deadlines, much of the game was dropped. However, all of the characters are playable in the Game Boy Advance version. The Mac OS Xversion of the game was released by Feral Interactive.",https://gamefaqs.akamaized.net/box/3/9/5/13395_front.jpg
Naruto: Ninja Council,2006-03-07,3.09,60,Action,"The Naruto: Ninja Councilseries, known in Japan as Naruto: Saikyō Ninja Daikesshū(ＮＡＲＵＴＯ－ナルト- 最強忍者大結集), is a series of action games based on the manga and anime series Naruto by Masashi Kishimoto. They are developed by Aspect Co. and published by Tomy. Various installments of the series have appeared on both Nintendo's Game Boy Advanceand Nintendo DS, the first two games in the series available for the former while the rest are available on the latter.",https://gamefaqs.akamaized.net/box/3/6/4/44364_front.jpg
Robotech: The Macross Saga,2002-10-27,3.09,61,Action,"Robotech: The Macross Saga is a side-scrollingshoot 'em up for the Game Boy Advance handheldsystem, developed by Lucky Chicken Games and published by TDK Mediactive. This title was released during a renaissance of Robotechvideo games, where struggling projects were no longer cancelled and actually made it to market.",https://gamefaqs.akamaized.net/box/3/6/7/16367_front.jpg
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005-11-14,3.09,66,Action Adventure,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe is an action-adventure game released in 2005 by Traveller's Tales. The game is based on the novel-adapted movie of the same name. It was released in November before the movie for most major consoles including the GameCube, PC, Xbox, PlayStation 2, Nintendo DS, and Game Boy Advance.",https://gamefaqs.akamaized.net/box/0/3/1/66031_front.jpg
Star Wars: The New Droid Army,2002-11-14,3.09,60,Action,Star Wars: The New Droid Army is a video game for the Game Boy Advance featuring Anakin Skywalker prior to his fall to the dark side and transformation into Darth Vader in Revenge of the Sith.,https://gamefaqs.akamaized.net/box/7/4/8/18748_front.jpg
Beyblade G-Revolution,2004-11-18,3.09,40,Action,"Beyblade: G-Revolution is a video game created for Nintendo's Gameboy Advance system by Atari on November 18, 2004. The game is based on the anime of the same name.",https://gamefaqs.akamaized.net/box/8/6/6/62866_front.jpg
SpongeBob SquarePants: SuperSponge,2001-11-05,3.06,,Action,"SpongeBob SquarePants: SuperSponge is a 2001 2D platform gamedeveloped by Climax Development and published by THQ. The game is based on the Nickelodeon cartoon series of the same name. It was released for PlayStation on November 5, 2001 and for Game Boy Advance on November 8, 2001. The Game Boy Advance version was also released on a Twin Pack cartridge bundled with SpongeBob SquarePants: Revenge of the Flying Dutchman and a Triple Pack cartridge bundled with Tak and the Power of Juju and Rugrats: I Gotta Go Party in 2005.",https://gamefaqs.akamaized.net/box/9/4/9/13949_front.jpg
Grand Theft Auto,2004-10-26,3.05,68,Action Adventure,"Grand Theft Auto (GTA) is an action-adventure video game series created by David Jones and Mike Dailly; the later titles of which were created by brothers Dan and Sam Houser, Leslie Benzies and Aaron Garbut. It is primarily developed by British development house Rockstar North (formerly DMA Design), and published by its parent company, Rockstar Games. The name of the series references the term ""grand theft auto"", used in the U.S. for motor vehicle theft.",https://gamefaqs.akamaized.net/box/0/5/2/4052_front.jpg
DemiKids: Dark Version,2003-10-07,3.03,,Role-Playing,"Shin Megami Tensei: Devil Children, also known as DemiKids, is a series of role-playing video games primarily developed by Multimedia Intelligence Transfer and published by Atlus. It is a spin-off from Atlus' Megami Tenseifranchise, and began in 2000 with the Game Boy Color games Black Bookand Red Book. Five more role-playing games and three games in other genres were released until 2004, followed by no new releases until the 2011 social game Shin Megami Tensei: Devil Children. In addition to the games, the series has been adapted into manga, anime, and a trading card game, and two soundtrack albums have been released by First Smile Entertainment.",https://gamefaqs.akamaized.net/box/7/6/6/52766_front.jpg
Crash Bandicoot Purple: Ripto's Rampage,2004-06-03,2.99,67,Action,"Crash Bandicoot Purple: Ripto's Rampage and Spyro Orange: The Cortex Conspiracy are two platform gamespublished by Vivendi Universal Games. They are developed by Vicarious Visions for the Game Boy Advance. They were released in North America on June 3, 2004, and in Europe on June 25, 2004 under the names Crash Bandicoot Fusion and Spyro Fusion.",https://gamefaqs.akamaized.net/box/6/1/6/58616_front.jpg
Harry Potter: Quidditch World Cup,2003-10-28,2.98,53,Sports,"Harry Potter: Quidditch World Cup is a 2003 sports action video gamethat features the fictional sport of Quidditch from J. K. Rowling's Harry Potterfranchise, using the likeness from the films. The user plays in the HogwartsQuidditch Cup competition.",https://gamefaqs.akamaized.net/box/1/9/4/53194_front.jpg
Avatar: The Last Airbender,2006-10-10,2.98,64,Action Adventure,"Avatar: The Last Airbender: The Video Game (known as Avatar: The Legend of Aang in Europe) is a video gamebased on the animated television series of the same name. It was released for the Game Boy Advance, Microsoft Windows, Nintendo GameCube, Nintendo DS, PlayStation 2, PlayStation Portable, Wii, and Xbox. The game was followed by a sequel, Avatar: The Last Airbender – The Burning Earth, in 2007.",https://gamefaqs.akamaized.net/box/1/5/7/75157_front.jpg
Harry Potter and the Sorcerer's Stone,2001-11-15,2.96,64,Action Adventure,"Harry Potter and the Philosopher's (Sorcerer'sin the U.S.) Stone is an action-adventure video game with platformelements published by Electronic Arts. It is based on J.K Rowling's novel of the same name and the film adaptation. Philosopher's Stone was initially developed for the Game Boy Advance, Game Boy Color, Microsoft Windows and PlayStationin November 2001, and was re-made two years later for the GameCube, PlayStation 2 and Xbox in December 2003.",https://gamefaqs.akamaized.net/box/2/2/5/14225_front.jpg
X-Men: Reign of Apocalypse,2001-09-25,2.92,61,Action,X-Men: Reign of Apocalypse is a video game for the Game Boy Advance featuring the X-Men comic book characters. It was designed by Digital Eclipse and released by Activision in 2001.,https://gamefaqs.akamaized.net/box/7/6/7/13767_front.jpg
Mario Pinball Land,2004-10-04,2.88,62,Action,"Mario Pinball Land, known in Japan and PAL regions as Super Mario Ball, is a pinball video game that was developed by Fuse Games and published by Nintendo for the Game Boy Advanceand released in 2004. It is the ninth Mario game for the Game Boy Advance and is a spin-off of the Super Mario series of games. The game was rereleased to the Wii Uvirtual console on November 27th, 2014.",https://gamefaqs.akamaized.net/box/2/4/3/59243_front.jpg
Spyro Orange: The Cortex Conspiracy,2004-06-03,2.88,60,Action,"Crash Bandicoot Purple: Ripto's Rampage and Spyro Orange: The Cortex Conspiracy are two platform gamespublished by Vivendi Universal Games. They are developed by Vicarious Visions for the Game Boy Advance. They were released in North America on June 3, 2004, and in Europe on June 25, 2004 under the names Crash Bandicoot Fusion and Spyro Fusion.",https://gamefaqs.akamaized.net/box/6/1/9/58619_front.jpg
Dragon Ball Z: The Legacy of Goku,2002-05-14,2.87,53,Role-Playing,"Dragon Ball Z: The Legacy of Goku is a series of video games for the Game Boy Advance, based on the anime series Dragon Ball Z. All three games are action role-playing games. The first game, Dragon Ball Z: The Legacy of Goku was developed by Webfoot Technologies and released in 2002. The game was followed by two sequels: Dragon Ball Z: The Legacy of Goku II released in 2003, and Dragon Ball Z: Buu's Fury released in 2004. In 2016, Webfoot Technologies announced the start of development of another sequel.",https://gamefaqs.akamaized.net/box/6/1/3/14613_front.jpg
Disney/Pixar Finding Nemo,2003-05-12,2.86,,Action Adventure,Finding Nemo is an action-adventure video game based on the 2003 film of the same name by Disney and Pixar. It was also the last Pixar game developed by Traveller's Tales until Lego The Incredibles in 2018.,https://gamefaqs.akamaized.net/box/6/3/7/18637_front.jpg
Beyblade VForce: Ultimate Blader Jam,2003-11-18,2.75,,Action,"Beyblade: Super Tournament Battle, also known as Beyblade VForce: Super Tournament Battle and Bakuten Shoot Beyblade 2002: Nettou! Magne-tag Battle! (爆転シュートベイブレード2002 熱闘！マグネタッグバトル！) in Japan is a 2002 role-playing video game.",https://gamefaqs.akamaized.net/box/4/1/1/56411_front.jpg
Yu Yu Hakusho - Ghost Files: Spirit Detective,2003-12-02,2.74,33,Action Adventure,"Yu Yu Hakusho: Spirit Detective is a video gamefor the Game Boy Advance(GBA) handheld console. Based on the manga and anime series YuYu Hakusho created by Yoshihiro Togashi, the plot follows the central character Yusuke Urameshi, a street-brawling, often truantteenager who dies trying to save a young boy's life. After meeting an incarnation of the Grim Reaper, Yusuke is given a second chance at life as a ""Spirit Detective"", a protector of the living world.",https://gamefaqs.akamaized.net/box/1/8/8/57188_front.jpg
Yu-Gi-Oh! Destiny Board Traveler,2004-10-26,2.74,39,Strategy,"Yu-Gi-Oh! Destiny Board Traveler, known as Yu-Gi-Oh! Sugoroku no Sugoroku in Japanese, is a game created by Konami for the Game Boy Advance, based on the Yu-Gi-Oh! manga. In this game, players can compete against computer-controlled opponents or their friends for control of the Destiny Board.",https://gamefaqs.akamaized.net/box/8/4/5/62845_front.jpg
Bionicle,2003-09-10,2.54,,Action,"Bionicle (also known as Bionicle: The Game) is an action-adventure video game released in 2003. The game is based on parts of the movie Bionicle: Mask of Light and other parts of the Bionicle storyline. Initially, the game was supposed to make each Toa, Toa Nuva, and the Toa of Light playable, but due to deadlines, much of the game was dropped. However, all of the characters are playable in the Game Boy Advance version. The Mac OS Xversion of the game was released by Feral Interactive.",https://gamefaqs.akamaized.net/box/0/1/6/55016_front.jpg
The Lord of the Rings: The Fellowship of the Ring,2002-09-24,2.49,51,Action Adventure,"The Lord of the Rings: The Fellowship of the Ring is a 2002 action-adventure video gamedeveloped by WXP for the Xbox. It was ported to the Game Boy Advance by Pocket Studios and the PlayStation 2 and Microsoft Windows by Surreal Software. The game was published by Vivendi Universal Games under their Black Label Games publishing label. In North America, it was released for Xbox and Game Boy Advance in September, and for PlayStation 2 and Windows in October. In Europe, it was released for Xbox, Windows and Game Boy Advance in November, and for PlayStation 2 in December.",https://gamefaqs.akamaized.net/box/2/0/1/16201_front.jpg
Dungeons & Dragons: Eye of the Beholder,2002-10-30,2.47,57,Role-Playing,"Dungeons & Dragons - Eye of the Beholder is a video game released for the Game Boy Advance in 2002, developed by American studio Pronto Games and published by Infogrames. It is an adaptation of the 1991 game of the same name.",https://gamefaqs.akamaized.net/box/5/0/0/18500_front.jpg
Dragon Ball Z: Collectible Card Game,2002-05-29,2.45,62,Strategy,Dragon Ball Z Trading Card Game (originally the Dragon Ball Z Collectible Card Game and the Dragon Ball GT Trading Card Game) is an out-of-print trading card gamebased on the Dragon Ballseries created by Akira Toriyama. The game was produced by Score Entertainment and uses screen captures of the anime to attempt to recreate the famous events and battles seen in the anime.Score then sold the rights to Panini which eventually ceased publishing.,https://gamefaqs.akamaized.net/box/5/9/6/16596_front.jpg
Star Wars Episode II: Attack of the Clones,2002-05-30,2.25,38,Action Adventure,Star Wars: Episode II – Attack of the Clones is a video game based on the film. It was announced by THQ and LucasArts in early February 2002 that they would be releasing a game on Game Boy Advance based on the film that would be released that year.,https://gamefaqs.akamaized.net/box/5/9/0/16590_front.jpg
Dragon Ball Z: Taiketsu,2003-11-24,2.14,40,Action,"Dragon Ball Z: Taiketsu is a fighting game based on Dragon Ball Z that was released on November 24, 2003, for the Game Boy Advance. It was developed by Webfoot Technologies, who developed the Legacy of Goku series for the same console.",https://gamefaqs.akamaized.net/box/2/4/2/54242_front.jpg
Sonic the Hedgehog: Genesis,2006-11-14,1.85,33,Action,"To mark the game's fifteenth anniversary, a port for the Game Boy Advance, Sonic the Hedgehog Genesis, was released on November 14, 2006. While the port is mostly identical to the original, it includes several new features not seen in the original Genesis release, such as the ability to save game progress, a level select option, and inclusion of the Spin Dash move. This version, unlike others, received poor reviews, with a Metacritic score of 33/100. The chief complaints concerned its poor conversion to the Game Boy Advance, resulting in a bad performance and poor implementation of the original music and gameplay.",https://gamefaqs.akamaized.net/box/9/4/5/77945_front.jpg
Mortal Kombat Advance,2001-12-12,1.63,33,Action,"Mortal Kombat Advance is the name given to the Game Boy Advance port of Ultimate Mortal Kombat 3. The game was panned by critics and fans alike. The character roster is the same as its 16-bit counterparts. The Game Boy Advance version features two less buttons than those used in previous versions of UMK3, which resulted in many special move button sequences being consolidated or changed. The violence in this game was toned down due to a younger fan base using the Game Boy Advance (though the game is still rated M for Mature), so blood is seen less in this version of the game. Due to the reduced memory of the Game Boy Advance in respect to 16-bit home consoles, each character (except for Noob Saibot and the bosses) has one Fatality and one Friendship. The Stage Fatalities are completely absent from the game, as well as the final sequence, in which the castle of Shao Kahn explodes and Shao Kahn's Lost Treasures. The Stages The Subway, Jade's Desert and Waterfront were not included. The Street stage, that appeared in Mortal Kombat 3, was included, but not the detail of the papers fluttering. The stage Lost Bridge appears, although not among the stages where you can fight as it appears in the background as you are choosing the Towers of Destiny to fight the computer.",https://gamefaqs.akamaized.net/box/9/6/7/15967_front.jpg
