title,released,gf_score,metascore,genre,description,cover_art_url
Badland - Game of the Year Edition,2015-11-26,3.69,,Platformer,"Guide a fragile forest creature through a hauntingly beautiful side-scrolling world filled with deadly traps and mysterious obstacles. This atmospheric physics-based platformer challenges you to navigate increasingly complex levels where timing and momentum are everything. Manipulate your character's size, multiply into swarms of creatures, and use creative solutions to overcome imaginative hazards. The Game of the Year Edition includes over 100 single-player levels plus local multiplayer modes where up to four players cooperate or compete simultaneously.",
Baila Latino,2015-05-21,3.81,,Music/Rhythm,"Dance to 20 Latin hits with choreography created by professional dancers from the Carolyn Smith Dance Academy. Play solo or with up to four players simultaneously in this beach party-themed rhythm game. Follow on-screen dance instructions while lyrics display on the GamePad, allowing friends to sing along. Features local multiplayer modes where families can dance together to energetic Latin American music. Published by O2 Games exclusively for the Wii U eShop. Sources: - [Baila Latino for Wii U - GameFAQs](https://gamefaqs.gamespot.com/wii-u/162665-baila-latino) - [Baila Latino Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/baila_latino) - [Baila Latin",https://images.launchbox-app.com/99d5fbff-1fdf-4b6f-979a-1f8c6196a2cc.png
Ballpoint Universe Infinite,2015,3.67,,Action,"Pilot a paper plane through a hand-drawn universe where combat and creativity collide. This unique shoot-em-up blends side-scrolling action with imaginative art direction, all rendered in a distinctive pen-and-ink style. Battle through waves of enemies in your customizable fighter, then land on planets to explore on foot in platforming sequences. Collect scrap to upgrade your ship with new weapons and abilities, mixing and matching parts to create your ideal combat loadout. The game's distinctive aesthetic brings a sketchbook to life, with every element looking like it was drawn with ballpoint pen on paper.",https://images.launchbox-app.com/af8b313e-067c-4d3d-9d1c-cbf614246089.jpg
Barbie and Her Sisters - Puppy Rescue,2015-11-03,2.26,,Adventure,"Join Barbie and her sisters on a heartwarming adventure to rescue adorable puppies in need! Explore a colorful world as you search for lost puppies, care for them, and help them find loving homes. Complete fun mini-games and activities that test your reflexes and problem-solving skills while learning about pet care and responsibility. Customize your own puppy with accessories and outfits, then train them with various tricks and commands. Work together with Barbie's sisters—Skipper, Stacie, and Chelsea—each bringing unique abilities to help on your rescue missions. Discover hidden puppies throughout diverse environments, from sunny beaches to bustling city streets.",
Barbie Dreamhouse Party,2013-11-05,2.97,,Party,"Step into Barbie's fabulous Dreamhouse for the ultimate party experience. Join Barbie and her sisters Skipper, Stacie, and Chelsea as you explore six beautifully decorated rooms, each offering unique mini-games and activities. Bake cupcakes in the kitchen, design fashion in the closet, perform on stage, and care for adorable puppies. Play solo or with up to four players in exciting party mode competitions. Customize your experience by choosing your favorite activities and create the perfect party playlist. With motion controls bringing the Dreamhouse to life, every room is an adventure waiting to happen. Perfect for fans of Barbie and family-friendly multiplayer fun.",https://images.launchbox-app.com/bd56d34b-937c-412e-84f7-81ba2b2e1df0.png
Batman Arkham Origins Blackgate - Deluxe Edition,2014-04-01,3.95,,Action,"Experience Gotham's Dark Knight in this enhanced Metroidvania-style adventure set after the events of Arkham Origins. As Batman, infiltrate Blackgate Prison to quell a violent uprising led by some of Gotham's most dangerous villains including the Joker, Penguin, and Black Mask. Navigate through the sprawling prison complex using Detective Mode to analyze environments, solve environmental puzzles, and uncover hidden paths. Engage in tactical combat with the signature FreeFlow system, combining strikes, counters, and gadgets. This Deluxe Edition features enhanced HD visuals, a new map and hint system, and full controller support optimized for console play.",https://images.launchbox-app.com/58d204a3-8597-47f3-b8cb-a1251274cbdb.png
Batman: Arkham City - Armored Edition,2012-11-18,4.25,85,Action Adventure,"Batman: Arkham City is a 2011 action-adventure video game developed by Rocksteady Studios and published by Warner Bros. Interactive Entertainment. Based on the DC Comics superhero Batman, it is the sequel to the 2009 video game Batman: Arkham Asylum and the second instalment in the Batman: Arkham series. Written by veteran Batman writer Paul Dini with Paul Crocker and Sefton Hill, Arkham Citywas inspired by the long-running comic book mythos. In the game's main storyline, Batman is incarcerated in Arkham City, a super-prison enclosing the decaying urban slums of fictional Gotham City. He must uncover the secret behind a sinister scheme orchestrated by the facility's warden, Hugo Strange.",https://images.launchbox-app.com/8bb3db6b-95ed-4e85-8565-7c0438e252a4.jpg
Batman: Arkham Origins,2013-10-25,3.78,68,Action Adventure,"Batman: Arkham Origins is a 2013 action-adventure video game developed by WB Games Montréal and published by Warner Bros. Interactive Entertainment for Microsoft Windows and the PlayStation 3, Wii Uand Xbox 360 video game consoles. Based on the DC Comics superhero Batman, it is the successor to the 2011 video game Batman: Arkham City and is the third main installment in the Batman: Arkham series. It was released worldwide on October 25.",https://images.launchbox-app.com/b6b02687-66d3-401d-9067-ec9961270f58.jpg
Bayonetta,2014-10-24,4.27,86,Action Adventure,"Bayonetta is an action-adventure hack and slash video game developed by Platinum Games and published by Sega. The game was originally released for Xbox 360 and PlayStation 3 in Japan in October 2009, and in North America and Europe in January 2010. The game was later released on the Wii U alongside its sequel, Bayonetta 2, releasing in September 2014 in Japan and worldwide the following month. An enhanced port for Microsoft Windows was released in April 2017 with support for 4K visuals. The game was released on the Nintendo Switch in February 2018 worldwide, also alongside its sequel.",https://images.launchbox-app.com/3078e8d8-f853-4276-8739-ca779c33b3a9.jpg
Bayonetta 2,2016-02-19,4.47,91,Action Adventure,"Bayonetta 2 is an action-adventure hack and slash video game developed by Platinum Games and published by Nintendo for Wii U and Nintendo Switch. It is the sequel to the 2009 game Bayonetta, and was directed by Yusuke Hashimoto and produced by Atsushi Inabaand Nintendo's Hitoshi Yamagami, under supervision by series creator Hideki Kamiya.",https://images.launchbox-app.com/3ee51afa-d2f9-469b-82bc-947262d6f27c.jpg
Beatbuddy,2015-09-03,3.9,,Puzzle,"Dive into a mesmerizing underwater world where music shapes everything around you. As Beatbuddy, you'll swim through six beautifully hand-painted environments, each pulsing to its own original soundtrack. Interact with the living, breathing world by touching plants and creatures that generate sounds and beats, creating dynamic musical compositions as you play. Solve environmental puzzles by manipulating the rhythm and tempo of your surroundings, awakening sleeping creatures and activating mechanisms in time with the music.",https://images.launchbox-app.com/5a22ca69-ee5d-4311-9f74-b18352a22869.jpg
Ben 10 Omniverse,2013-11,3.69,,Action,"Transform into powerful alien forms and battle enemies across space and time in this action-packed adventure based on the hit Cartoon Network series. Play as both 11-year-old Ben and his older 16-year-old self, switching between timelines to solve puzzles and defeat villains. Access the Omnitrix to transform into fan-favorite aliens like Four Arms, Heatblast, and XLR8, each with unique abilities and combat styles. Team up with Rook Blonko to take on Malware and other dangerous foes threatening the universe. Master combo attacks, explore diverse environments, and unlock new alien forms as you progress through the story. Features both single-player campaign and local co-op multiplayer modes.",
Ben 10 Omniverse 2,2013-11-01,3.36,,Action,"Join Ben Tennyson in this action-packed adventure based on the popular Cartoon Network series. Transform into powerful aliens from the Omnitrix to battle Malware and his minions across diverse levels filled with platforming challenges and intense combat. Switch between multiple alien forms, each with unique abilities - use Four Arms for devastating melee attacks, XLR8 for lightning-fast speed sequences, or Gravattack to manipulate gravity and solve environmental puzzles. Fight through hordes of enemies in dynamic brawler-style combat, explore colorful 3D environments, and unlock new aliens as you progress through the story.",https://images.launchbox-app.com/73d0b919-2475-4b78-a9c9-440eb220fb67.png
